英文,中文
thighhighs_over_pantyhose,长筒袜外穿长筒袜
thighhighs_pull,thighhighs拉
thighhighs_under_boots,长筒靴下长筒袜
thighlet,thighlet
thighs,大腿
thinking,思考
third_eye,第三只眼
thong,丁字裤
thong_bikini,丁字裤的比基尼
thong_leotard,丁字裤紧身连衣裤
thorns,荆棘
thought_bubble,认为泡沫
thread,线程
three-dimensional_maneuver_gear,三维操纵齿轮
threesome,三人一组
throat_microphone,喉咙麦克风
throne,宝座
through_clothes,穿过的衣服
through_screen,通过屏幕
through_wall,通过墙
throwing,扔
throwing_knife,把刀
thrusters,推进器
thumb_ring,拇指环
thumbs_up,竖起大拇指
tiara,头饰
tickling,挠痒痒
tie_clip,领带夹
tied_hair,绑头发
tied_shirt,系的衬衫
tied_up_(nonsexual),捆绑（非性）
tiered_tray,分层托盘
tiger,老虎
tiger_boy,老虎的男孩
tiger_ears,老虎的耳朵
tiger_girl,老虎的女孩
tiger_print,"除此之外,虎纹"
tiger_stripes,虎纹
tiger_tail,老虎的尾巴
tight,紧
tight_pants,紧身裤
tight_shirt,紧的衬衫
tile_floor,瓷砖地板
tile_wall,瓷砖墙
tiles,瓷砖
tilted_headwear,倾斜的头饰
time_paradox,时间悖论
timestamp,时间戳
tinted_eyewear,有色眼镜
tiptoes,踮着脚走
tire,轮胎
tired,累了
tissue,组织
tissue_box,纸巾盒
title,标题
title_parody,标题模仿
toast,烤面包
toast_in_mouth,嘴里的吐司
toe-point,鞋尖
toe_ring,脚趾环
toe_scrunch,脚趾蜷缩
toeless_footwear,toeless鞋类
toeless_legwear,toeless legwear
toenail_polish,脚趾甲波兰
toenails,脚趾甲
toes,脚趾
toilet,厕所
toilet_paper,厕纸
toilet_use,卫生间使用
tokin_hat,tokin帽子
tokisadame_school_uniform,东山校服
tokiwadai_school_uniform,东海校服
tokkuri,tokkuri
tokusatsu,tokusatsu
tokyo_(city),东京(城市)
tomato,番茄
tomboy,假小子
tombstone,墓碑上
tomoe_(symbol),tomoe(符号)
tomoeda_elementary_school_uniform,友田小学校服
toned,健美的
toned_male,健美的男性
tonfa,tonfa
tongs,钳
tongue,舌头
tongue_out,舌头
tongue_piercing,舌头穿刺
too_many,太多的
tools,工具
toon_(style),卡通(风格)
tooth,牙
tooth_necklace,牙项链
toothbrush,牙刷
top-down_bottom-up,自上而下自下而上
top_hat,高顶礼帽
topknot,头饰
topless,袒胸
topless_male,裸体男
torch,火炬
torii,鸟居
torn,撕裂
torn_bike_shorts,破自行车短裤
torn_bodysuit,撕裂紧身衣裤
torn_cape,破斗篷
torn_clothes,破烂的衣服
torn_dress,撕裂衣服
torn_gloves,破手套
torn_jacket,破夹克
torn_jeans,破牛仔裤
torn_legwear,撕裂legwear
torn_leotard,撕裂紧身连衣裤
torn_panties,撕裂的内裤
torn_pants,破裤子
torn_scarf,撕裂的围巾
torn_shirt,撕裂的衬衫
torn_shorts,破短裤
torn_skirt,撕裂的裙子
torn_sleeves,撕裂的袖子
torn_swimsuit,撕裂的泳装
torogao,torogao
torpedo,鱼雷
torpedo_launcher,鱼雷发射器
torpedo_tubes,鱼雷管
torso_grab,躯干抓住
torture,酷刑
touching,触摸
towel,毛巾
towel_around_neck,脖子上围毛巾
towel_on_head,头上裹毛巾
tower,塔
town,小镇
toy,玩具
tracen_school_uniform,Tracen校服
track_jacket,跟踪夹克
track_pants,跟踪的裤子
track_suit,运动服
track_uniform,跟踪制服
trading_card,交易卡
traditional_chinese_text,繁体中文
traditional_clothes,传统的衣服
traditional_media,传统媒体
traffic_cone,锥形交通路标
traffic_light,红绿灯
train,火车
train_interior,火车内部
train_station,火车站
training_bra,训练胸罩
training_corps_(emblem),训练团（徽章）
trait_connection,特征的连接
transformation,转换
transparent,透明的
transparent_background,透明的背景
transparent_umbrella,透明的伞
transparent_wings,透明的翅膀
trash_bag,垃圾袋
trash_can,垃圾桶
travel_attendant,旅游服务人员
tray,托盘
treasure_chest,宝箱
treble_clef,高音谱号
tree,树
tree_shade,树的阴影
tree_stump,树桩
trefoil,三叶草
trembling,颤抖
trench_coat,风衣
tress_ribbon,一绺头发带
tri_tails,三尾
triangle,三角形
triangle_earrings,三角形的耳环
triangle_mouth,三角形的嘴
triangular_headpiece,三角头巾
tribadism,女子同性恋
tribal,部落
trick_or_treat,不给糖就捣蛋
tricorne,三角的
trident,三叉戟
triforce,triforce
trigger_discipline,引发纪律
trigram,卦
triple_penetration,三重渗透
triplets,三胞胎
tripping,脱扣
troll_face,巨魔的脸
trolling,恶意破坏
tropical_drink,热带饮料
truck,卡车
trumpet,小号
truth,真理
tsab_ground_military_uniform,察布地面军装
tsundere,tsundere
tsurime,tsurime
tube,管
tube_dress,露肩装
tube_top,管前
tulip,郁金香
tulip_hat,郁金香的帽子
tumblr_username,tumblr用户名
tunic,束腰外衣
turban,头巾
turn_pale,他脸色变得苍白
turnaround,转变
turning_head,车削刀架
turret,炮塔
turtle,乌龟
turtle_shell,龟壳
turtleneck,高领毛衣
turtleneck_dress,高领衣服
turtleneck_sweater,套头毛衣
tusks,象牙
tutu,图图
tuxedo,燕尾服
twilight,《暮光之城》
twin_braids,双辫子
twin_drills,双胞胎演习
twincest,twincest
twins,双胞胎
twintails,twintails
twisted_torso,扭曲的身体
twitching,抽搐
twitching_penis,抽搐的阴茎
twitter_logo,twitter的标志
twitter_username,twitter用户名
two-finger_salute,双指致敬
two-footed_footjob,双脚footjob
two-handed,双手
two-handed_handjob,双手手淫
two-sided_cape,两面角
two-sided_fabric,双面织物
two-sided_skirt,双面的裙子
two-tone_background,深浅不一的背景
two-tone_bikini,深浅不一的比基尼
two-tone_dress,深浅不一的衣服
two-tone_fur,深浅不一的皮毛
two-tone_gloves,深浅不一的手套
two-tone_hair,深浅不一的头发
two-tone_hairband,深浅不一的头上
two-tone_headwear,深浅不一的头饰
two-tone_jacket,深浅不一的夹克
two-tone_legwear,深浅不一的legwear
two-tone_ribbon,深浅不一的丝带
two-tone_shirt,深浅不一的衬衫
two-tone_skin,深浅不一的皮肤
two-tone_skirt,深浅不一的裙子
two-tone_swimsuit,深浅不一的泳衣
two_side_up,两面朝上
two_tails,两个反面
tying,系
tying_hair,把头发
typo,输入错误
u.a._school_uniform,美国大学校服
u_u,u你
uchikake,uchikake
uchiwa,uchiwa
ufo,不明飞行物
ugly_man,丑陋的男人
ultra_ball,超球
ultra_beast,超兽
umbrella,伞
unaligned_breasts,不结盟的乳房
unamused,非娱乐性的
unbuttoned,无拘束的
unbuttoned_shirt,解开衬衫
uncensored,未经审查的
uncommon_stimulation,不常见的刺激
unconscious,无意识的
unconventional_media,非传统媒体
undead,不死的
under-rim_eyewear,under-rim眼镜
under_covers,在封面
under_kotatsu,在kotatsu
under_table,下表
under_tree,树下
underboob,underboob
underboob_cutout,underboob断路
underbust,underbust
undercut,削弱
undershirt,汗衫
undersized_clothes,尺寸过小的衣服
underwater,水下
underwear,内衣
underwear_only,内衣只
undone_necktie,的领带
undressing,脱衣
undressing_another,脱衣的另一个
uneven_eyes,不均匀的眼睛
uneven_gloves,不均匀的手套
uneven_legwear,不均匀legwear
uneven_sleeves,不均匀的袖子
uneven_twintails,不均匀twintails
unfastened,解开
unfinished,未完成的
unicorn,独角兽
uniform,统一的
union_jack,英国国旗
unitard,弹力全身紧身衣
unmoving_pattern,静止的模式
unsheathed,未覆盖的
unsheathing,拔出
untied,解开
untied_bikini,解开比基尼
untied_panties,解开内裤
untucked_shirt,穿着衬衫
untying,解开
unusually_open_eyes,异常睁开的眼睛
unzipped,解压缩
unzipping,解
updo,高髻
upper_body,上半身
upper_teeth,上牙
upright_straddle,正直的跨越
upshirt,upshirt
upshorts,upshorts
upside-down,乱七八糟的
upskirt,超短裙
uranohoshi_school_uniform,Uranohoshi校服
urethra,尿道
urethral_insertion,尿道插入
used_condom,用过的避孕套
used_tissue,使用组织
user_interface,用户界面
ushanka,ushanka
utensil_in_mouth,口含器具
uterus,子宫
utility_belt,实用程序带
utility_pole,电线杆
uvula,小舌
uwabaki,uwabaki
v,v
v-fin,v-fin
v-neck,v领
v-shaped_eyebrows,v型的眉毛
v_arms,v武器
v_over_eye,V过眼
vacuum_cleaner,真空吸尘器
vaginal,阴道
vaginal_object_insertion,阴道插入物
valentine,情人节
valkyrie,瓦尔基里
vambraces,vambraces
vampire,吸血鬼
vampire_costume,吸血鬼服装
vanishing_point,消失点
varia_suit,杂文集套装
variable_fighter,变量战斗机
variations,变化
vase,花瓶
vastaya,vastaya
vaulting_horse,跳马
vegetable,蔬菜
vehicle_focus,车辆集中
veil,面纱
veins,静脉
veiny_breasts,纹理状的乳房
veiny_penis,纹理状的阴茎
vending_machine,自动售货机
venus_symbol,金星象征
veranda,阳台
vertical-striped_bikini,垂直条比基尼
vertical-striped_dress,垂直条裙子
vertical-striped_legwear,垂直legwear
vertical-striped_panties,垂直条内裤
vertical-striped_shirt,垂直条衬衫
vertical-striped_skirt,垂直条裙子
vertical_stripes,竖条纹
very_dark_skin,皮肤很黑
very_long_fingernails,指甲很长
very_long_hair,很长的头发
very_long_sleeves,长袖
very_short_hair,短发
vest,背心
vial,瓶
vibrator,振动器
vibrator_in_thighhighs,长筒袜的振动器
vibrator_on_nipple,乳头上的振动器
vibrator_under_clothes,内衣振动棒
vibrator_under_panties,内裤下面有振动棒
video_camera,摄像机
video_game,视频游戏
viewer_holding_leash,观众牵着皮带
viewfinder,取景器
vines,葡萄树
violin,小提琴
virgin_killer_outfit,处女杀手装
virgin_killer_sweater,处女杀手毛衣
virtual_youtuber,虚拟视频
visible_air,可见空气
vision_(genshin_impact),视觉（genshin冲击）
visor,遮阳板
visor_(armor),面罩(甲)
visor_cap,面颊帽
visual_novel,视觉小说
vocaloid_append,vocaloid附加
voice_actor,声音演员
voice_actor_connection,声优连接
voile,薄纱
volcano,火山
volleyball,排球
volleyball_uniform,排球制服
vore,vore
voyakiloid,voyakiloid
voyeurism,窥阴癖
w,w
w_arms,w武器
wa_lolita,佤邦洛丽塔
wa_maid,佤邦女仆
wading,涉水
wading_pool,浅水池
wagashi,wagashi
waist_apron,腰裙
waist_bow,腰弓
waist_cape,腰角
waistcoat,马甲
waiter,服务员
waitress,女服务员
wakamezake,wakamezake
waking_up,醒来
wakizashi,wakizashi
walk-in,未经预约而来的
walkie-talkie,步话机
walking,走
walking_on_liquid,在液体上行走
wall,墙
wall_clock,挂钟
wall_of_text,文字墙
wallet,钱包
walther,沃尔特
wand,魔杖
war,战争
wardrobe_error,衣柜里的错误
wardrobe_malfunction,衣柜故障
wariza,wariza
warrior,战士
warship,军舰
washing,洗
washing_machine,洗衣机
watch,看
watching_television,看电视
water,水
water_bottle,水瓶
water_drop,水滴
water_gun,水枪
watercolor_(medium),水彩(媒介)
watercolor_pencil_(medium),水彩笔（中号）
watercraft,船舶
waterfall,瀑布
watering_can,喷壶
watermark,水印
watermelon,西瓜
watermelon_bar,西瓜酒吧
watson_cross,沃森交叉
waves,波
waving,挥舞着
waving_arms,挥舞着手臂
wavy_hair,卷发
wavy_mouth,波浪口
weapon,武器
weapon_bag,武器包
weapon_on_back,背上的武器
weapon_over_shoulder,肩扛武器
web_address,网站地址
wedding,婚礼
wedding_band,结婚戒指
wedding_dress,婚纱
wedding_ring,结婚戒指
wedgie,女鞋
weibo_username,微博用户名
weighing_scale,磅秤
weight_conscious,体重意识
weightlifting,举重
werewolf,狼人
wet,湿
wet_clothes,湿衣服
wet_dress,湿的衣服
wet_hair,湿的头发
wet_panties,湿的内裤
wet_shirt,湿的衬衫
wet_swimsuit,湿的泳衣
wetsuit,潜水服
whale,鲸鱼
what,什么
wheat,小麦
wheel,轮
wheelbarrow,独轮手推车
wheelchair,轮椅
when_you_see_it,当你看到的时候
whip,鞭子
whip_marks,鞭子标志
whipped_cream,鲜奶油
whisk,搅拌
whisker_markings,晶须的标记
whiskers,胡须
whiskey,威士忌
whispering,窃窃私语
whistle,吹口哨
whistle_around_neck,脖子上吹口哨
white-framed_eyewear,white-framed眼镜
white_apron,白色的围裙
white_ascot,白亚斯
white_background,白色背景
white_bag,白色的包
white_belt,白色的腰带
white_bikini,白色的比基尼
white_bloomers,白色的灯笼裤
white_blouse,白色的衬衫
white_bodysuit,白色紧身衣裤
white_border,白色的边境
white_bow,白色的蝴蝶结
white_bowtie,白色的领结
white_bra,白色的胸罩
white_butterfly,白色的蝴蝶
white_camisole,白色的吊带
white_cape,白色的斗篷
white_capelet,白色的小披肩
white_cardigan,白色开襟羊毛衫
white_cat,白色的猫
white_choker,白色的项链
white_cloak,白色的斗篷
white_coat,白色外套
white_collar,白领
white_day,白色情人节
white_dress,白色的裙子
white_eyes,白色的眼睛
white_feathers,白色的羽毛
white_flower,白色的花
white_footwear,白色的鞋子
white_fur,白色的皮毛
white_gloves,白色的手套
white_hair,白色的头发
white_hairband,白丢
white_headband,白色头巾
white_headwear,白色的头饰
white_hoodie,白色的连帽衫
white_horns,白色的角
white_jacket,白色的夹克
white_kimono,白色的和服
white_legwear,白色legwear
white_leotard,白色紧身连衣裤
white_male_underwear,白色男内衣
white_nails,白指甲
white_neckerchief,白色的围巾
white_necktie,白色的领带
white_neckwear,白色的领带
white_outline,白色的轮廓
white_panties,白色的内裤
white_pants,白色的裤子
white_pupils,白人学生
white_ribbon,白丝带
white_robe,白色长袍
white_rose,白玫瑰
white_sailor_collar,水手白领
white_sarong,白色的围裙
white_sash,白色的腰带
white_scarf,白色的围巾
white_scrunchie,白色的发束
white_serafuku,白色serafuku
white_shirt,白衬衫
white_shorts,白色短裤
white_skin,白色的皮肤
white_skirt,白色的裙子
white_sleeves,白色的袖子
white_snake,白蛇
white_suit,白色套装
white_sweater,白色毛衣
white_swimsuit,白色的泳衣
white_tail,白色的尾巴
white_tank_top,白色背心
white_theme,白色的主题
white_tiger,白虎
white_umbrella,白色的伞
white_vest,白色的背心
white_wings,白色的翅膀
wicked_dragon_witch_ver._shinjuku_1999,邪恶的龙女巫。新宿1999
wide-eyed,睁大眼睛
wide_face,宽的脸
wide_hips,宽臀部
wide_ponytail,宽的马尾辫
wide_shot,广角镜头
wide_sleeves,宽袖子
wide_spread_legs,张开的腿
widescreen,宽屏
wife_and_wife,妻子和妻子
wig,假发
wince,畏缩
wind,风
wind_chime,风铃
wind_lift,风举起
wind_turbine,风力涡轮机
winding_key,蜿蜒的关键
windmill,风车
window,窗口
window_shade,遮光窗帘
windowsill,窗台上
windsock,风向标
wine,酒
wine_bottle,酒瓶
wine_glass,酒杯
wing_collar,翼领
wing_ears,翼的耳朵
wing_hair_ornament,翼发饰
winged_arms,有翼的武器
winged_footwear,带翅膀的鞋
winged_hat,带翅膀的帽子
winged_helmet,有翼的头盔
wings,翅膀
winter,冬天
winter_clothes,冬天的衣服
winter_coat,冬天的外套
winter_uniform,冬季制服
wiping_face,擦脸
wiping_sweat,擦汗
wiping_tears,擦去眼泪
wire,线
wisteria,紫藤
witch,女巫
witch_(madoka_magica),女巫（madoka magica）
witch_hat,女巫帽子
wizard,向导
wizard_hat,向导的帽子
wolf,狼
wolf_boy,狼的男孩
wolf_ears,狼的耳朵
wolf_girl,狼的女孩
wolf_tail,狼的尾巴
wood,木
wooden_bucket,木制的桶
wooden_fence,木栅栏
wooden_floor,木地板
wooden_horse,木马
wooden_sword,木刀
wooden_table,木制的桌子
wooden_wall,木制墙壁
world_war_ii,二战
worried,担心
wreath,花环
wrench,扳手
wrestling,摔跤
wrestling_outfit,摔跤装
wrestling_ring,摔跤环
wringing_clothes,湿透的衣服
wrinkled_skin,皮肤起皱纹
wrist_bow,手腕弓
wrist_cuffs,手腕袖口
wrist_guards,手腕警卫
wrist_ribbon,手腕带
wrist_scrunchie,手腕发束
wrist_wrap,手腕包
wristband,腕带
wristwatch,手表
writing,写作
wrong_feet,错误的脚
x3,x3
x-ray,x射线
x_hair_ornament,发饰
x_x,x
xd,xd
yagasuri,yagasuri
yamakasa,yamakasa
yandere,yandere
yandere_trance,yandere恍惚
yaoi,yaoi
yarn,纱
yarn_ball,纱球
yasogami_school_uniform,Yasogami校服
yawning,打呵欠
year_of_the_dog,狗年
year_of_the_ox,岁次牛年（牛年）
year_of_the_pig,岁次甲申（猪年）
year_of_the_rat,岁次戊子（鼠年）
year_of_the_rooster,鸡年（鸡年）
yellow-framed_eyewear,yellow-framed眼镜
yellow_apron,黄色的围裙
yellow_ascot,黄色的赛马场
yellow_background,黄色背景
yellow_bag,黄色的袋子
yellow_bikini,黄色比基尼
yellow_blouse,黄色的衬衫
yellow_bodysuit,黄色紧身衣裤
yellow_bow,黄色蝴蝶结
yellow_bowtie,黄色的领结
